"Place","Region","Confirmed","Deaths","Recovered","Active","Last Update"
"Maryland","United States","12","0","0","12","2020-03-12 02:00:00 * CTY: Montgomery 6; Prince George 4; Harford 1; Baltimore 1"
"Indiana","United States","11","0","0","11","2020-03-12 02:00:00 * CTY: Johnson 3; Hendricks 2; Marion 1; Nobel 1; Adams 1; Boone 1; Howard 1; St. Joseph 1"
"South Carolina","United States","10","0","0","10","2020-03-12 02:00:00 * CTY: Kershaw 3; Charleston 1; Camden 4; Spartanburg 1; Lancaster 1"
"District of Columbia","United States","10","0","0","10","2020-03-12 02:00:00"
"Arizona","United States","9","0","1","8","2020-03-11 18:00:00 * CTY: Pima 1; Maricopa 3; Pinal 5"
"North Carolina","United States","9","0","0","9","2020-03-12 02:00:00 * CTY: Wake 7; Chatham 1; Durham 1"
"Tennessee","United States","9","0","0","9","2020-03-12 02:00:00 * CTY: Williamson 5; Shelby 1; Davidson 2; Sullivan 1"
"Virginia","United States","9","0","0","9","2020-03-11 15:50:00 * CTY: Fairfax 3; Arlington 1; Norfolk 2; Spotsylvania 1; Loudoun 1; Hanover 1"
"Kentucky","United States","8","0","0","8","2020-03-10 23:00:00 * CTY: Fayette 2; Harrison 5; Jefferson 1"
"South Dakota","United States","8","1","0","7","2020-03-12 02:00:00 * CTY: Minnehaha 3; Pennington 1; Beadle 1; Charles Mix 1; Davidson 1; Bon Homme 1"
"Nevada","United States","7","0","0","7","2020-03-12 02:00:00 * CTY: Clark 5; Washoe 2"
"Wisconsin","United States","6","0","1","5","2020-02-12 02:00:00 * CTY: Dane 2; Fond du Lac 2; Pierce 1; Waukesha 1"
"Rhode Island","United States","5","0","0","5","2020-03-10 23:00:00 * CTY: Providence 3; unknown 2"
"New Hampshire","United States","5","0","0","5","2020-03-10 23:00:00 * CNTY: Grafton 3; Rockingham 2"
"Minnesota","United States","5","0","0","5","2020-03-11 19:00:00 * CTY: Ramsey 2; Carver 1; Anoka 1; Olmsted 1"
"Nebraska","United States","5","0","0","5","2020-03-11 14:00:00 * CTY: Douglas 4; Knox 1"
"Ohio","United States","4","0","0","4","2020-03-11 19:00:00 * CTY: Cuyahoga 3; Stark 1"
"New Mexico","United States","3","0","0","3","2020-03-11 16:20:00 * CTY: Socorro 2; Bernalillo 1"
"Utah","United States","3","0","0","3","2020-03-12 02:00:00 * CTY: Davis 1; Weber 1; Summit 1"
"Connecticut","United States","3","0","0","3","2020-03-12 02:00:00 * CTY: Wilton 1; Litchfield 1; Fairfield 1"
"Oklahoma","United States","2","0","0","2","2020-03-10 17:00:00 * CTY: Tulsa 2"
"Hawaii","United States","2","0","0","2","2020-03-09 11:30:00"
"Vermont","United States","2","0","0","2","2020-03-12 02:00:00 * CTY Bennington 1; Chittenden 1"
"Michigan","United States","2","0","0","2","2020-03-11 03:00:00 * CTY: Oakland 1; Wayne 1"
"Kansas","United States","1","0","0","1","2020-03-08 01:00:00 * CTY: Johnson 1"
"Missouri","United States","1","0","0","1","2020-03-08 02:30:00 * CTY: St. Louis 1"
"Arkansas","United States","1","0","0","1","2020-03-11 18:00:00 * CTY Jefferson 1"
"Montana","United States","1","0","0","1","2020-03-11 18:00:00 * CTY unknown 1"
"Delaware","United States","1","0","0","1","2020-03-11 21:00:00 * CTY New Castle 1"
"Mississippi","United States","1","0","0","1","2020-03-12 02:00:00 * CTY Forrest 1"
"Wyoming","United States","1","0","0","1","2020-03-12 02:00:00 * CTY Sheridan 1"
"North Dakota","United States","1","0","0","1","2020-03-12 02:00:00 * CTY: Ward 1"
